waist_pitch
0.034339305
0.038049713
0.028500404
0.020996222
0.020351162
0.037757125
0.034832455
0.026956284
0.016019188
0.0040850113
-0.0076545947
-0.02274819
-0.013653072
-0.0023253914
0.028289901
0.03319956
0.035146233
0.037648384
0.041021224
0.042541325
0.031578973
0.02884944
0.047233183
0.06439376
0.06401758
0.060254525
0.053683765
0.04549192
0.036603656
0.018549625
0.035647944
0.034798067
0.048508175
0.052105267
0.0520289
0.050180536
0.047121003
0.04354017
0.03509455
0.03378437
0.05137504
0.067162916
0.071339
0.06935053
0.06674782
0.06538694
0.06392484
0.055559825
0.0702151
0.093577236
0.107111156
0.10830417
0.106547035
0.10586817
0.10606334
0.10484043
0.090932906
0.07784214
0.07054785
0.08833796
0.09423899
0.09770553
0.100714594
0.10306808
0.10445671
0.1015036
0.08781257
0.069822654
0.04654868
0.06300774
0.07029614
0.07490224
0.07901055
0.08407411
0.089796506
0.09331202
0.08203206
0.06755215
0.043922123
0.062286455
0.07058673
0.07762483
0.08443032
0.09107712
0.09672269
0.09882759
0.08701301
0.07802553
0.044926446
0.06517945
0.07505018
0.08443854
0.09373201
0.10244928
0.10949377
0.11228623
0.10120174
0.109120004
0.09331813
0.1055111
0.112077355
0.11700131
0.12184692
0.1267654
0.13070354
0.1258391
0.09954562
0.085819386
0.096830964
0.109197475
0.117302224
0.12341135
0.12899011
0.13080344
0.116255835
0.13223948
0.11548283
0.117417425
0.1168572
0.11695771
0.11804659
0.120978385
0.12419604
0.117312126
0.10021982
0.06886188
0.08174809
0.08955384
0.09542377
0.1007812
0.10499178
0.106683254
0.100648165
0.0896898
0.059851058
0.077590525
0.08893538
0.09504694
0.1000098
0.104349114
0.10384834
0.08840563
0.13014576
0.12545621
0.12452355
0.124478094
0.12454833
0.12415067
0.124063544
0.12391509
0.11727261
0.099218406
0.060999528
0.070108615
0.07749371
0.0825672
0.08591124
0.08890513
0.09082609
0.083665006
0.08659862
0.07261503
0.0825471
0.08454568
0.08554605
0.08689008
0.08882392
0.09063797
0.08738566
0.075391024
0.06458733
0.075832106
0.086649716
0.0931058
0.09760641
0.101689816
0.1025974
0.09003055
0.12698558
0.14813535
0.15387075
0.15065788
0.1464264
0.14536808
0.14714892
0.14786455
0.1339062
0.10381894
0.06502242
0.07501704
0.08477979
0.09126899
0.09583239
0.10005596
0.103371166
0.10223753
0.09374706
0.057750575
0.07381522
0.0936227
0.09481279
0.09976207
0.10736336
0.11531035
0.12246539
0.12585919
0.116082266
0.1051408
0.05891651
0.068805486
0.07653589
0.08356182
0.08974512
0.09547282
0.09990389
0.1003468
0.08657842
0.07688695
0.045301143
0.059043072
0.0678121
0.07379688
0.07851247
0.083181664
0.088052236
0.09108223
0.078717515
0.06294453
0.029947966
0.048089463
0.0593888
0.06714455
0.07283257
0.078484915
0.08436067
0.088264756
0.08083067
0.061131675
0.036031097
0.050890684
0.059280086
0.06622797
0.0727658
0.07978858
0.08680869
0.09068696
0.07986184
0.0697904
0.037597574
0.056985423
0.065044224
0.07280205
0.08045109
0.08740565
0.093004964
0.094894595
0.083309405
0.07431145
0.049643278
0.067495
0.07637525
0.08365329
0.09018422
0.09640919
0.10220843
0.10507265
0.09356944
0.08059688
0.04690033
0.062336754
0.06988445
0.07534861
0.080196634
0.08558592
0.0912715
0.09544191
0.08446863
0.06252184
0.032484066
0.051012784
0.06180805
0.071164735
0.07960498
0.087992966
0.095716864
0.09994766
0.08898004
0.077662244
0.048171517
0.06767798
0.07606887
0.08451849
0.09296366
0.10055524
0.10649401
0.108434655
0.0964032
0.083489984
0.05585685
0.07315061
0.08197595
0.08938303
0.09612097
0.102507785
0.10833097
0.11100048
0.09839045
0.08133157
0.04377058
0.058799405
0.06632947
0.07178256
0.076434694
0.081587575
0.08703965
