torso_roll
-0.5766165
-0.575571
-0.5807088
-0.60336995
-0.6128459
-0.6135208
-0.6090355
-0.60318786
-0.5986824
-0.59843326
-0.60388726
-0.6143328
-0.6229068
-0.6316896
-0.63472694
-0.6298439
-0.6242125
-0.61944306
-0.6168568
-0.61664003
-0.6205046
-0.63180465
-0.62793344
-0.6241194
-0.6169954
-0.6079951
-0.6000274
-0.5966095
-0.5989197
-0.60644776
-0.62708205
-0.6319671
-0.63199604
-0.6227262
-0.6097288
-0.5968895
-0.5878709
-0.5845947
-0.58856595
-0.6029131
-0.6088251
-0.6047864
-0.5946736
-0.5839014
-0.5741951
-0.5680648
-0.5664661
-0.5711031
-0.58931804
-0.6045528
-0.6095771
-0.60311836
-0.5928433
-0.5831108
-0.5773967
-0.5765317
-0.58238196
-0.6028785
-0.61504686
-0.6189635
-0.6127334
-0.6023994
-0.59105194
-0.5824518
-0.5786829
-0.5796846
-0.5837442
-0.60777724
-0.62334913
-0.625197
-0.6195918
-0.61115384
-0.6020331
-0.59516037
-0.5923438
-0.5928471
-0.59673536
-0.6164302
-0.62659484
-0.6249709
-0.61610633
-0.6033994
-0.58922297
-0.5766952
-0.5677193
-0.5620726
-0.5619803
-0.58350974
-0.60219705
-0.6054601
-0.5989543
-0.58793586
-0.57460874
-0.5622823
-0.5535524
-0.5489297
-0.55194825
-0.57689345
-0.5969124
-0.6039438
-0.60038316
-0.59275055
-0.58410686
-0.57783717
-0.57630366
-0.5820733
-0.59623617
-0.6069699
-0.6095902
-0.60317916
-0.594132
-0.58379936
-0.5745274
-0.56787586
-0.568095
-0.59051204
-0.61710227
-0.6252431
-0.6193787
-0.60903263
-0.5987033
-0.5918467
-0.5899584
-0.59597534
-0.6148868
-0.62147343
-0.61983865
-0.6112776
-0.59848833
-0.5837059
-0.5700541
-0.5595462
-0.5551228
-0.5587247
-0.57534426
-0.5733017
-0.56302375
-0.5511057
-0.53761786
-0.52436507
-0.5130018
-0.51107115
-0.53258204
-0.5627814
-0.57559
-0.57124966
-0.56106186
-0.5499868
-0.54228336
-0.540595
-0.5481753
-0.5724744
-0.58963704
-0.5936222
-0.58684456
-0.5768347
-0.56585526
-0.55660576
-0.55065227
-0.5523895
-0.575139
-0.59445506
-0.5999693
-0.5920275
-0.579171
-0.56545484
-0.55425626
-0.5472431
-0.54711694
-0.56177217
-0.5797117
-0.58419836
-0.5766742
-0.5656412
-0.5536958
-0.54333484
-0.5358376
-0.5360245
-0.56487733
-0.5957507
-0.6096011
-0.6040859
-0.591046
-0.57780826
-0.56896764
-0.5661267
-0.57134104
-0.59286404
-0.60970867
-0.611668
-0.60396975
-0.592913
-0.5808465
-0.57064915
-0.56416804
-0.5634956
-0.568519
-0.59029424
-0.6105002
-0.62098515
-0.616272
-0.60263425
-0.58552724
-0.56981003
-0.5582849
-0.550989
