waist_roll_position
0.0040545785
0.0
0.074450254
0.10241243
0.16486824
0.18018234
0.10372406
0.07917148
0.035101905
0.042301156
0.0012012647
0.0036044181
0.061292045
0.051013462
0.08780228
0.08291256
0.12136268
0.11687572
0.15439399
0.14948691
0.18602027
0.1808395
0.1576869
0.07342325
0.03568884
0.09302988
0.09496679
0.13823973
0.14082055
0.18676196
0.19181518
0.103733964
0.0669798
0.12540054
0.12852913
0.17167342
0.17433482
0.12378449
0.13965161
0.11026423
0.12146784
0.089210585
0.099451646
0.06654723
0.07674539
0.04339041
0.05347626
0.019588754
0.029511005
-0.004910104
0.004857063
0.010914732
0.07442845
0.09090269
0.15055811
0.16880864
0.09393424
0.07135436
0.041787907
0.066730216
0.04310531
0.06264443
0.039315186
0.060316242
0.037849
0.0590697
0.03639821
0.057280906
0.03421732
0.054758433
0.03133354
0.05157113
0.027797908
0.04774464
0.023621213
0.04328363
0.018807571
0.038193196
0.013363629
0.03248068
0.007297725
0.026154758
0.0006194318
0.019225268
-0.0066605783
0.0117029855
-0.014530536
0.003600014
-0.02297731
-0.0050703106
-0.01600873
0.024646502
0.019369552
0.058223907
0.053644404
0.09271391
0.088489905
0.12695925
0.122574605
0.1601903
0.15558048
0.19233312
0.18750931
0.13801916
0.15650667
0.1291234
0.14212646
0.11242113
0.12503788
0.09507628
0.10774247
0.077384934
0.089880094
0.05899478
0.07127256
0.039858684
0.05193597
0.020014202
0.03190752
-0.0005029282
0.011219619
-0.01767533
0.0017060259
-0.024266344
-0.005676981
-0.019240214
0.018087316
0.009698812
0.04555282
0.03769301
0.073690444
0.066075176
0.101560116
0.09377006
0.12853959
0.12052037
0.15456693
0.14632474
0.17964874
0.17117898
0.20138197
0.18742423
0.19169025
0.145546
0.14259337
0.09661178
0.092188284
0.043841496
0.038570635
0.020748213
0.058449175
0.04973345
0.0849462
0.077683076
0.11396448
0.107473955
0.14336066
0.13671146
0.17178373
0.16487204
0.19914179
0.1919971
0.14032064
0.15661006
0.12703083
0.13787045
0.10592453
0.11641432
0.08416851
0.094738856
0.06205581
0.072485164
0.039240018
0.049482845
0.015683949
0.025758294
-0.008563177
0.0013604036
0.019079672
0.096809834
0.12685907
0.085950375
0.10850626
0.08696851
0.10654035
0.08197242
0.09975147
0.07423034
0.09165993
0.06578797
0.08301614
0.05676131
0.07373585
0.047059655
0.06377339
0.036674142
0.0531384
0.025621604
0.041848194
0.013919536
