pelvis_roll
-0.011962012
-0.045218006
-0.0161287
0.0026620254
-0.018763388
-0.04217153
-0.058733765
-0.063590966
-0.06299387
-0.062372997
-0.06355926
-0.06588236
-0.064577915
-0.020481154
0.04135853
0.043352444
0.053159654
0.054910403
0.05263683
0.05222367
0.051881406
0.050833896
0.049211115
0.047085658
0.044407006
0.04125818
0.037940666
0.034857675
0.032403905
0.03086374
0.030385958
0.03097121
0.032501947
0.03477624
0.037584238
0.04078188
0.044281717
0.047794137
0.049431875
0.040620662
0.026210427
0.028766366
0.028339276
0.029185837
0.030684082
0.03156391
0.031912655
0.032000687
0.031955145
0.031878255
0.031861864
0.031979322
0.032259528
0.03268324
0.033186797
0.03379108
0.0343931
0.03280255
0.030907683
0.034352567
0.03892134
0.031093812
0.028016536
0.027046738
0.026690535
0.02671051
0.027225181
0.028259614
0.029847156
0.031993702
0.03463522
0.037667442
0.040982958
0.044486087
0.048087854
0.051754504
0.055512838
0.059458237
0.0635938
0.067254685
0.06782154
0.05461953
0.013080544
0.013371938
0.016356986
0.019973557
0.0224388
0.023439854
0.023243114
0.022136578
0.02049849
0.018626679
0.016633509
0.014468025
0.011983391
0.008985435
0.00544272
0.0020335994
0.0026596466
0.020039232
0.010291231
0.0036663224
0.0007808245
-0.0006625033
-0.0013168677
-0.0011383933
-0.00013409492
0.0016404612
0.004108605
0.0071633016
0.01070051
0.014637613
0.018903831
0.023452634
0.028266102
0.033399314
0.038986325
0.045093954
0.050933093
0.05287753
0.03821354
0.017552074
0.026930692
0.032326836
0.036581703
0.039281078
0.040229924
0.03981303
0.038477965
0.036632217
0.03462535
0.03270131
0.030975794
0.029449351
0.028040092
0.02660095
0.024999373
0.023440702
0.023727294
0.034015693
0.02666864
0.021972716
0.02054925
0.0195101
0.01855434
0.017852621
0.017521476
0.01771101
0.01854387
0.020028219
0.022080533
0.024596646
0.027481638
0.030654395
0.034059297
0.037687875
0.04159086
0.0458343
0.050240353
0.053502463
0.050966058
0.025253976
0.01637617
0.026663382
0.031610683
0.034793872
0.035843108
0.03490686
0.03283989
0.03035352
0.02786272
0.025574148
0.023538908
0.021683164
0.019848578
0.01784553
0.01554154
0.013304881
0.013780955
0.027625445
0.017566608
0.011444896
0.008916643
0.0076540373
0.0068758894
0.006640682
0.0070273164
0.008106856
0.009894683
0.012318817
0.015255784
0.018590381
0.02222665
0.026088791
0.030131308
0.034358457
0.038838204
0.04367193
0.048664648
0.052295566
0.04915094
0.019597944
0.020902373
0.030322576
0.036000736
0.039094325
0.03978997
0.03852562
0.03617697
0.033438314
0.030688478
0.02810524
0.02574636
0.023581237
0.021481287
0.01926769
0.016799062
0.014369697
0.014370884
0.026931696
0.016697058
0.013504102
0.011530142
0.010206578
0.009131083
0.00842771
0.008183406
0.008493623
0.009447773
0.011044868
0.013218713
0.01588385
0.018957159
0.022367049
0.026058089
0.030015022
0.03431921
0.03905787
0.04416355
0.04846004
0.04761385
0.024577597
0.016944837
0.027402457
0.033092394
0.037240937
0.039352
0.03942843
0.03814903
0.036133997
0.03380568
0.03145026
0.029199589
0.027048958
0.024890807
0.022554748
0.019930124
0.017354881
0.01737934
0.028796673
0.018332927
0.0121398475
0.010245274
0.009592531
0.0094091315
0.009698469
0.010461868
0.0117231645
0.013513258
0.015814146
0.018540295
0.021602726
0.024925523
0.028447293
0.032124083
0.03596986
0.040054686
0.044464227
0.048922837
0.051754996
0.04702755
0.013292973
0.017624985
0.028649326
0.034493838
0.03757652
0.038263116
0.03706371
0.034846425
0.032274023
0.029706024
0.027309133
0.025137467
0.023148315
0.021219032
0.019165033
0.016857276
0.014634281
0.015009427
0.027870703
0.017724527
0.011252168
0.008422699
0.006938327
0.0062756445
0.0063628796
0.0071432493
0.008591534
0.010696646
0.013386364
0.016539128
0.02004257
0.023801923
0.027745023
0.031824954
0.036048193
0.04049226
0.04526982
0.050171185
0.053628806
0.05009652
0.019388398
0.02249673
0.03206232
0.037634645
0.04066454
0.041287404
0.039936703
0.037487075
0.03463094
0.031747323
0.029020173
0.026513647
0.024191739
0.02193439
0.019560963
0.016936101
0.014363836
0.014283046
0.026966266
0.015655607
0.012827513
0.0108018145
0.009341653
0.008154305
0.0073876744
0.007115742
0.007430715
0.008419656
0.010087077
0.012350637
0.015095584
0.018242631
0.02172325
0.025479615
0.02950399
0.033869017
0.03867218
0.04384993
0.04823193
0.047475934
0.024685599
0.017483562
0.027890518
0.033505537
0.037600856
0.03965474
0.03967514
0.03833708
0.036261722
0.03387695
0.031466253
0.029168257
0.026974354
0.024777144
0.022413224
0.01976495
0.017170511
0.017161291
0.028546518
0.018178621
0.0120230215
0.010156047
0.009521938
0.009356636
0.009657516
0.010432403
0.011705413
0.01350526
0.0158135
0.01854613
0.021618018
0.024950933
0.02848143
0.03216964
0.036022373
0.040110122
0.044522773
0.048987053
0.051813878
0.047032032
0.013172003
0.017922748
0.028957075
0.034831867
0.037936155
0.03863147
0.037427478
0.03518877
0.032585353
0.029980011
0.0275447
0.02533705
0.02331516
0.02135144
0.019263681
0.016928194
0.014675332
0.015007116
0.027784375
0.01770295
0.011291517
0.008483332
0.0070030536
0.006341842
0.006427797
0.007202152
0.00864641
0.010746881
0.013432505
0.01658172
0.020081675
0.02383536
0.027772257
0.031845856
0.036065195
0.04050301
0.045274593
0.05017137
0.05362803
0.050095316
0.019407628
0.022522366
0.032081746
0.037656184
0.040685657
0.04130415
0.03995316
0.03750115
0.034643862
0.031763345
0.029042134
0.026538927
0.024216551
0.021956382
0.019576892
0.016944349
0.014363803
0.014272209
0.026933001
0.015665986
0.012851647
0.010850024
0.009407882
0.008233562
0.0074741845
0.0072060414
0.0075211837
0.008503264
0.0101458
0.012375546
0.015101262
0.01823618
0.021709044
0.025464658
0.029486118
0.0338533
0.03865822
0.04383468
0.048216593
