waist_roll_velocity
1.0155706
0.0
5.632395
-0.5738837
4.602753
-1.0854135
-5.437397
0.7445216
-3.391988
2.2108667
-4.073167
2.1185868
3.3263335
-2.39932
3.8421307
-2.1828594
3.8603804
-2.1632016
3.788081
-2.1628544
3.7195592
-2.1543953
-0.8040903
-6.0129223
0.06691199
4.458777
-1.9275514
4.1197963
-1.757028
4.2148557
-1.630837
-6.0354204
0.13735098
4.4920607
-1.8621651
4.08142
-1.7362621
-2.9975004
2.6546783
-3.4426994
2.4705102
-3.5626972
2.454303
-3.6014094
2.4657764
-3.6375802
2.4719026
-3.676826
2.4758947
-3.7150846
2.4800224
-0.55488944
5.028258
-1.1382564
4.9282026
-0.9832593
-5.3638597
0.85515684
-2.392028
3.0635183
-3.1800797
2.9579244
-3.1229684
3.0273817
-3.0947514
3.0291555
-3.1101472
3.0119948
-3.130628
2.996573
-3.1497922
2.9831295
-3.1688774
2.9705071
-3.1884003
2.9585166
-3.2083228
2.9472024
-3.2285547
2.936578
-3.249031
2.926637
-3.2696853
2.9173708
-3.2904527
2.9087605
-3.3112557
2.9007955
-3.3320143
2.8934593
-1.9727684
3.9700503
-2.2544188
3.9252844
-2.1925051
3.9100935
-2.1634755
3.8553207
-2.152913
3.7912457
-2.142979
3.7266996
-2.1320872
-2.7272751
2.742737
-3.3328245
2.555164
-3.4158185
2.561228
-3.4374282
2.5718887
-3.4697316
2.57265
-3.5067585
2.5722563
-3.54327
2.5727468
-3.5786202
2.5738516
-3.612781
2.575345
-3.154742
2.9436138
-3.304147
2.9317527
-2.1799965
3.8164861
-2.4131656
3.7792523
-2.3653018
3.7658453
-2.344518
3.7208402
-2.3389723
3.6685739
-2.3342063
3.6160345
-2.3289177
3.563274
-2.323833
3.1794238
-2.5698864
1.3787477
-4.1498427
1.7595589
-4.253615
1.7064629
-4.391681
1.7048287
-1.9191096
3.7667246
-2.4097488
3.7381387
-2.305221
3.7613957
-2.2637932
3.7155063
-2.2566519
3.6558108
-2.2510352
3.5973918
-2.24397
-2.8318648
2.6319935
-3.4433696
2.4490528
-3.5312836
2.4595203
-3.5575933
2.4741447
-3.594208
2.4786155
-3.6349127
2.481714
-3.6743386
2.485449
-3.7117376
2.489518
0.28097677
5.697576
-0.44669965
-2.9089103
3.0650706
-3.0574584
2.8936462
-3.1914105
2.8292303
-3.231009
2.820787
-3.2525752
2.8150213
-3.2772079
2.807146
-3.3035185
2.7994947
-3.3299913
2.7926753
-3.3563817
2.7866182
-3.3826396
