waist_pitch_torque
-0.08655986
-0.67417276
9.684766
-66.33197
25.995798
-68.662834
11.406371
-75.87959
-4.4014683
13.968262
-86.54097
-5.7903385
4.3899517
-25.87437
-3.4047375
7.294235
-25.859968
2.5974464
-37.66283
6.2361927
-25.76333
13.292013
-35.377808
15.083769
-67.15589
9.207029
-25.441032
12.784943
-26.872236
13.170006
-26.56535
12.35425
-25.998253
11.67034
-25.724224
10.883978
-25.41848
11.443453
-26.172619
13.783636
-47.475704
8.875061
-25.849228
0.0
-0.5873302
10.323917
-58.925617
36.365467
-59.5915
24.496008
-66.391525
13.313497
-72.98097
-1.1681843
19.514805
-84.560104
-13.339447
2.6799126
-51.472458
-7.116947
11.511999
-25.744225
6.4443836
-25.921335
16.4823
-28.38951
19.809242
-70.533745
12.059683
-25.637827
17.531422
-66.67216
3.6464863
-25.57632
12.213947
-26.739574
12.793127
-26.686295
12.65786
-26.464489
12.055733
-27.100777
13.463232
-32.66197
10.837259
-25.549461
14.897043
-32.017742
18.53993
-69.276794
10.971264
-25.711508
0.0
-2.982274
49.04851
-58.58565
33.0404
-63.62113
27.946499
-64.72711
19.340233
-69.19541
7.555256
-76.690346
0.39593697
-3.8251486
13.314319
-90.03085
-10.3754835
5.568281
-25.639296
0.6324463
-8.098692
16.450748
-80.29341
-1.2360382
23.479898
-67.67848
13.22098
-64.129654
11.298899
-64.00924
11.108255
-25.339512
12.348221
-25.496605
9.829256
-25.58673
6.21681
-25.674042
8.186514
-25.721033
6.3035927
-25.656517
11.460842
-25.455822
14.116201
-26.56514
18.698217
-67.96604
7.4064884
-25.910936
0.0
-1.9133737
36.180344
-57.445236
36.22216
-59.51631
30.554462
-61.98895
22.6572
-67.58533
10.66099
-75.01004
-4.8559303
13.215916
-53.67182
-3.2541409
5.9536858
-25.261583
-3.0786457
12.103947
-60.003376
1.4924202
-21.30922
18.217213
-70.73723
7.739704
-26.240837
20.926025
-65.811905
6.760439
-25.411541
13.781483
-26.645514
13.20027
-25.63815
13.141409
-25.805323
13.90654
-26.607239
15.488546
0.0
-0.49887243
8.378885
-61.130257
34.48913
-60.705814
15.966318
-75.43112
-1.8038807
18.17908
-84.05533
-12.506705
4.192358
-25.60263
-1.9933949
11.119161
-33.638397
1.9045601
-31.710514
9.632828
-25.764383
15.315453
-50.869232
11.056414
-25.76332
17.95515
-69.56088
8.000118
-25.854137
13.197742
-26.036032
12.119425
-26.037746
14.078932
-27.065073
16.793468
-62.930573
0.0
0.81925476
-15.266855
54.152794
-49.49407
45.07481
-56.71781
34.085575
-63.14002
23.837627
-69.37516
12.668141
-75.38119
-1.46525
13.9503355
-84.15326
-7.069277
7.213808
-25.384293
-1.9003468
9.045084
-26.958752
4.54023
-25.763384
13.474089
-27.052101
19.537403
-66.11449
9.818872
-25.649504
20.46578
-66.95489
6.0795
-26.369047
14.153454
-26.765635
14.788008
0.0
-3.4043543
51.29207
-51.946114
43.493732
-50.657017
45.806652
-48.347
46.851128
-48.14572
44.298637
-51.884792
39.444836
-57.14496
32.044594
-62.568577
23.445473
-69.80308
9.88368
-78.545235
-6.456154
7.3126526
-25.369425
-0.59646606
15.443631
-89.61257
0.47395134
-0.7426052
25.69093
-78.44619
8.984547
-70.733795
7.096422
-25.92929
16.559208
-33.414207
14.632793
-25.596695
13.663006
-25.217009
19.418705
-72.71008
0.0
-0.6912998
13.259764
-56.823112
38.096134
-54.81193
32.872993
-58.96766
22.745037
-68.074554
15.86073
-72.864136
-1.4329891
16.507008
-84.22657
-10.016215
4.864315
-25.681875
-1.0930157
16.3289
-82.058876
-2.913517
19.798365
-69.82689
3.6083755
-25.28646
18.595018
-65.03043
5.5121193
-25.35728
13.235748
-26.548803
15.268877
-67.46232
5.5843353
-25.391247
18.352537
-69.59076
6.24527
-25.655642
19.901894
0.0
-2.546826
51.49638
-50.531002
44.798683
-50.43125
44.66528
-48.520935
46.267307
-50.867874
38.104378
-58.287853
33.65427
-60.653637
22.252531
-69.10843
8.580335
-76.812126
-5.315222
14.129177
-83.54164
-7.927638
4.0863686
-25.41809
2.6365242
-25.808174
8.677525
-25.71654
19.622139
-63.101654
12.560253
-63.39598
8.43548
-25.84939
15.614021
-70.180756
5.307541
-25.923786
15.284073
-26.910122
16.418556
-66.604004
0.0
-0.37689543
7.1772594
-60.435486
29.857742
-66.75894
13.188851
-76.55016
-4.1068764
14.588031
-87.38347
-5.458479
5.2860584
-25.517818
-3.9933681
9.790768
-26.319519
4.4353867
-25.688238
14.539967
-32.674683
16.946066
-66.63948
10.802765
-25.56083
19.887213
-65.52602
5.936695
-25.85162
14.116522
-30.898067
0.0
-0.98671854
17.795624
-60.05055
32.79141
-61.332394
24.51721
-66.12516
12.579248
-73.75019
-2.6930542
16.751896
-86.05514
-7.954571
5.5648594
-25.820719
-4.02363
10.15947
-27.24181
6.7387333
-25.710321
12.395088
-26.470806
17.111399
-68.02802
8.124483
-25.993362
14.027897
-38.405624
9.588602
-25.434864
10.810389
-25.306696
12.741507
-26.061314
14.40686
-32.07527
13.48238
-26.65538
16.57325
-70.29645
7.837364
0.0
-0.37005118
7.0473166
-56.57372
37.587196
-60.793705
22.39608
-70.9251
7.4198723
-77.49609
-7.714609
10.638163
-25.254147
0.15938568
-2.0838747
14.126318
-100.74234
-2.8671532
15.518547
-75.10882
1.2556267
-15.270025
27.618994
-67.84642
14.386665
-67.71944
11.021786
-25.717186
18.696163
-73.1584
5.4778214
-25.87677
11.430071
-25.505001
8.526413
-25.763428
7.0131073
-25.887999
9.717655
-25.50669
10.637547
-25.652945
14.602991
-50.546143
9.356901
-25.845411
18.22361
0.0
0.09491821
-1.8838354
38.084774
-49.973686
47.234516
-48.54563
47.435535
-47.98492
45.351265
-49.585793
44.30006
-53.096546
36.233135
-60.122547
26.85276
-66.84067
15.247476
-74.09484
-0.06264305
4.187443
-83.71634
-2.6858597
10.325558
-26.715902
3.233427
-26.044014
4.4209194
-25.903978
7.0767612
-25.684483
13.193563
-27.015095
13.236885
-66.90202
13.918585
-26.274834
12.65131
-67.53855
10.733913
-25.585588
10.808121
-25.890007
13.281105
-26.766436
17.820904
-70.30774
8.606979
-25.807425
14.796532
-43.10644
13.198206
-26.015375
17.383028
-71.571884
8.555908
-25.734404
18.723
0.0
-2.1265492
