0,1
0.0,0.0
456.38815,0.0
398.88055,0.0
336.26105,0.0
202.74837,0.0
242.33035,0.0
316.77374,0.0
309.71005,0.0
262.22214,0.0
299.5174,0.0
328.65625,0.0
296.6135,0.0
192.24123,0.0
41.245415,0.0
72.11321,4540.026
0.0,536.5897
0.0,357.59845
0.0,130.36319
0.0,184.9968
0.0,254.69165
0.0,288.65503
0.0,306.7665
0.0,313.46402
0.0,314.29468
0.0,314.6281
0.0,317.589
0.0,322.29025
0.0,327.47165
0.0,331.04065
0.0,332.52222
0.0,332.39642
0.0,330.56885
0.0,327.7572
0.0,323.50922
0.0,319.03848
0.0,314.11197
0.0,308.20892
0.0,298.19516
0.0,269.08322
0.0,168.43158
284.73346,65.23458
390.5366,0.0
336.68268,0.0
317.44516,0.0
333.13455,0.0
335.91876,0.0
332.9717,0.0
332.48996,0.0
332.331,0.0
330.8518,0.0
328.2624,0.0
325.61307,0.0
323.15454,0.0
320.97925,0.0
322.1095,0.0
305.76297,0.0
511.6233,0.0
423.43155,0.0
219.8169,0.0
230.62256,0.0
59.947426,110.32482
0.0,434.35986
0.0,326.84344
0.0,292.81165
0.0,314.83676
0.0,332.18732
0.0,335.1718
0.0,335.4652
0.0,335.75946
0.0,335.266
0.0,333.74808
0.0,332.0975
0.0,330.31195
0.0,328.0143
0.0,325.6447
0.0,323.32547
0.0,321.54706
0.0,319.40942
0.0,315.08902
0.0,303.43262
0.0,265.66824
0.0,117.132614
1925.2131,0.0
407.31635,0.0
335.416,0.0
317.3074,0.0
337.7915,0.0
343.16058,0.0
342.80588,0.0
338.26996,0.0
332.2881,0.0
327.5562,0.0
323.89194,0.0
321.1925,0.0
319.16693,0.0
315.51306,0.0
307.4209,0.0
288.50128,0.0
234.18889,0.0
67.05986,1229.9133
23.361982,386.65253
0.0,360.75952
0.0,324.35114
0.0,327.25372
0.0,340.2234
0.0,343.56735
0.0,340.99408
0.0,337.00787
0.0,333.36127
0.0,330.32925
0.0,328.49222
0.0,326.58167
0.0,324.74283
0.0,321.99738
0.0,319.76505
0.0,317.01392
0.0,314.24353
0.0,308.84283
0.0,293.123
0.0,251.07864
0.0,49.366615
314.70712,0.0
390.90897,0.0
350.4602,0.0
343.52457,0.0
349.09964,0.0
346.4019,0.0
342.34552,0.0
338.94794,0.0
334.02734,0.0
329.36493,0.0
324.89053,0.0
321.27673,0.0
318.5067,0.0
316.32996,0.0
314.78027,0.0
309.5961,0.0
300.34955,0.0
267.57684,0.0
157.25266,3.4453797
34.31296,422.84393
0.0,383.6371
0.0,298.80368
0.0,299.72287
0.0,328.13678
0.0,337.56982
0.0,336.98373
0.0,335.89716
0.0,334.53125
0.0,332.8915
0.0,331.77118
0.0,330.5201
0.0,329.04108
0.0,327.4687
0.0,325.4634
0.0,323.33038
0.0,321.25275
0.0,318.21567
0.0,310.98764
0.0,290.23337
0.0,224.17041
0.0,0.0
656.9992,0.0
406.8537,0.0
359.49768,0.0
353.5031,0.0
355.50247,0.0
347.48972,0.0
339.1119,0.0
332.98312,0.0
328.34363,0.0
324.11826,0.0
321.114,0.0
318.95084,0.0
317.12714,0.0
314.40723,0.0
308.8862,0.0
295.54956,0.0
253.57791,0.0
98.16555,6.001679
25.767141,417.34766
0.0,359.80844
0.0,319.2232
0.0,318.19302
0.0,335.36072
0.0,340.75024
0.0,339.23428
0.0,336.81042
0.0,334.25708
0.0,332.0486
0.0,330.5277
0.0,329.16052
0.0,327.50867
0.0,325.6658
0.0,323.98126
0.0,321.38953
0.0,319.55527
0.0,316.40338
0.0,308.42383
0.0,285.72275
0.0,211.7869
263.21375,0.0
204.956,0.0
404.37592,0.0
369.72775,0.0
359.82593,0.0
358.02243,0.0
347.6089,0.0
338.56143,0.0
332.81662,0.0
328.39954,0.0
324.506,0.0
321.20276,0.0
318.90222,0.0
317.00473,0.0
314.5014,0.0
309.2688,0.0
296.01727,0.0
257.76886,0.0
106.945816,0.0
20.47251,253.78691
0.0,339.20172
0.0,308.34763
0.0,313.10828
0.0,332.40137
0.0,339.13467
0.0,338.2403
0.0,337.10413
0.0,335.2074
0.0,333.7035
0.0,332.01303
0.0,330.76932
0.0,329.12003
0.0,327.01453
0.0,325.07986
0.0,323.11954
0.0,321.18787
0.0,318.17804
0.0,312.05466
0.0,293.57492
0.0,229.54333
0.0,0.0
544.95734,0.0
394.614,0.0
352.54605,0.0
351.02942,0.0
354.21698,0.0
347.43173,0.0
340.83978,0.0
335.40112,0.0
330.10114,0.0
325.3741,0.0
321.48557,0.0
318.7892,0.0
316.94516,0.0
313.76752,0.0
308.19086,0.0
294.90576,0.0
256.48526,0.0
129.39264,752.18744
32.498055,391.9187
0.0,382.868
0.0,315.43567
0.0,313.83875
0.0,332.115
0.0,338.31516
0.0,336.7954
0.0,334.3541
0.0,331.8967
0.0,330.11743
0.0,328.7297
0.0,327.9677
0.0,326.45715
0.0,325.09436
0.0,323.39362
0.0,321.558
0.0,319.53003
0.0,316.3587
0.0,307.90222
0.0,282.4494
0.0,200.0441
321.29782,0.0
239.40721,0.0
399.0484,0.0
370.65973,0.0
359.7578,0.0
357.45566,0.0
347.54895,0.0
338.9801,0.0
333.1115,0.0
328.4482,0.0
324.21277,0.0
320.99207,0.0
318.5235,0.0
316.60385,0.0
314.37366,0.0
309.06076,0.0
295.75958,0.0
255.95273,0.0
97.64255,221.9482
27.818426,492.09283
0.0,375.96164
0.0,315.11188
0.0,320.2407
0.0,338.20474
0.0,341.665
0.0,338.56308
0.0,335.2138
0.0,332.71613
0.0,330.47885
0.0,329.0596
0.0,327.69476
0.0,326.6603
0.0,324.5906
0.0,322.71503
0.0,320.75812
0.0,318.84344
0.0,315.3671
0.0,308.13965
0.0,284.3593
0.0,208.02788
272.63263,0.0
214.7748,0.0
405.62186,0.0
370.28662,0.0
360.10553,0.0
358.26828,0.0
347.8529,0.0
339.006,0.0
333.18948,0.0
328.4856,0.0
324.8833,0.0
321.3969,0.0
319.02103,0.0
316.86316,0.0
314.1468,0.0
308.9567,0.0
295.87512,0.0
257.16287,0.0
103.89287,0.0
19.980904,207.85864
0.0,337.55334
0.0,308.22787
0.0,313.68427
0.0,333.44165
0.0,339.61108
0.0,338.5401
0.0,337.10925
0.0,333.8283
0.0,331.98807
0.0,331.5403
0.0,330.57828
0.0,329.25616
0.0,327.22552
0.0,325.11557
0.0,322.91653
0.0,321.20093
0.0,318.3441
0.0,312.38522
0.0,292.8258
0.0,230.10605
0.0,0.0
545.142,0.0
395.27167,0.0
352.36432,0.0
351.232,0.0
353.87424,0.0
347.46182,0.0
340.64282,0.0
335.35217,0.0
330.07333,0.0
325.352,0.0
321.71277,0.0
