torso_pitch
0.018717175
0.03220635
0.051860813
0.039324332
0.014707243
-0.009947829
-0.024918225
-0.03883031
-0.052000258
-0.0659649
-0.07944872
-0.08528031
-0.07965851
-0.07586276
-0.08223534
-0.07052939
-0.05248003
-0.032653607
-0.011649697
0.016179262
0.0525878
0.059398144
0.03395931
0.014156924
0.0141457375
0.019565718
0.025619874
0.028413478
0.02904382
0.032611907
0.01017569
-0.012154695
-0.031264674
-0.029800566
-0.020074677
-0.007520144
0.0037857483
0.014227521
0.02616139
0.022302618
0.00028116466
-0.020971937
-0.027908733
-0.025803063
-0.017613335
-0.004327267
0.016851999
0.045833673
0.03928105
0.0071694544
-0.020025916
-0.021917889
-0.008782573
0.010522914
0.032529797
0.058594394
0.08586821
0.06733537
0.031482473
0.0061060633
0.0063160434
0.017229429
0.03258094
0.04838325
0.063851796
0.0808447
0.09779664
0.07503005
0.048370186
0.024122953
0.016716404
0.017636564
0.024523094
0.034559954
0.047329016
0.06502556
0.08669271
0.06377778
0.032572053
0.0035912502
-0.0018443746
0.0039692526
0.01631884
0.031984527
0.050593194
0.073173136
0.094892904
0.06837344
0.03719166
0.006375881
-0.00096344756
0.0032297068
0.014835278
0.02999675
0.047518276
0.067932345
0.08727125
0.058912188
0.031855058
0.010271309
0.011632482
0.024521504
0.042518143
0.06116493
0.07832631
0.09233146
0.08487317
0.06458233
0.039497178
0.030991841
0.03622275
0.05031423
0.06954912
0.09316677
0.11704606
0.082499966
0.050074596
0.025401678
0.018386146
0.021463692
0.030948723
0.04420766
0.060995642
0.07827721
0.055383194
0.018687366
-0.020577775
-0.028988628
-0.020526502
-0.004463624
0.014408907
0.034387562
0.052784674
0.04897508
0.027029863
-0.003205869
-0.012391231
-0.005273819
0.012601235
0.036963522
0.066359326
0.09374374
0.06631575
0.04281759
0.02639128
0.023476845
0.0289345
0.04015153
0.053292364
0.06656153
0.077914454
0.06060778
0.04055269
0.015220589
0.0070171687
0.008701403
0.017250193
0.029967874
0.046564445
0.063472144
0.03667821
0.0026337
-0.023693409
-0.02796705
-0.021480886
-0.009525638
0.0050591948
0.022273017
0.040532213
0.035585262
0.011377724
-0.016764497
-0.025280755
-0.01904345
-0.0041847927
0.015559883
0.039833408
0.064304836
0.027877407
-0.013438759
-0.035180442
-0.029869726
-0.010376841
0.014371551
0.040420007
0.06760412
0.0940762
0.07921391
0.054469503
0.029836794
0.023303602
0.026119232
0.034664948
0.046203643
0.05993129
0.07425177
0.076369666
0.05620242
0.014044049
-0.007409645
-0.006166431
0.0024690756
0.015797155
0.031800825
0.05069767
0.07424783
0.097323254
0.06987089
0.038633235
0.0045573507
