waist_pitch_velocity
-0.012087968
0.13769963
-1.8304965
14.482514
-7.895948
13.555574
-6.0398855
13.464027
-4.3054013
-7.2692666
15.259545
-4.458424
-5.6548815
-0.031906873
-4.811259
-6.0571156
-0.037997723
-6.08252
2.9152923
-6.926759
-0.05903098
-8.299938
2.3409815
-8.7554035
10.294799
-7.7337785
-0.1401791
-8.161784
0.21407032
-8.263616
0.13758278
-8.080347
-0.0035171509
-7.9318604
-0.07177901
-7.7517457
-0.14816621
-7.84659
0.039571762
-8.370519
5.367171
-7.584179
-0.03994409
0.0
0.10117966
-1.9748169
12.938394
-9.726056
12.387829
-7.813817
12.829602
-6.5470123
12.885751
-4.8342175
-8.146856
15.31427
-2.8075085
-5.5749683
6.458184
-4.155425
-7.215097
-0.06618285
-6.8685775
-0.019673087
-8.953414
0.5940294
-9.706364
11.244049
-8.351459
-0.09125653
-9.196376
10.41861
-6.554856
-0.1059299
-8.009007
0.18174458
-8.215606
0.16844177
-8.17244
0.11336517
-8.0042515
0.27212238
-8.349183
1.6628332
-7.866676
-0.11418882
-8.616407
1.5019674
-9.465428
10.926137
-8.113503
-0.0726203
0.0
0.6305582
-10.405156
14.327703
-7.8803835
13.974663
-8.141967
12.9248495
-7.383497
12.663226
-6.046903
12.832487
-5.802756
-3.6398962
-6.458088
16.504755
-3.5702975
-6.1734843
-0.09086402
-5.636776
-2.6732602
-7.282734
14.44375
-5.1894093
-9.276734
11.739685
-7.7165966
10.074729
-7.8339067
9.502344
-8.139386
-0.16581163
-8.068561
-0.12805377
-7.557068
-0.10394987
-6.812035
-0.08133805
-7.1702566
-0.069953784
-6.843557
-0.08582455
-7.881891
-0.1376836
-8.462046
0.13799667
-9.422241
10.686201
-7.339139
-0.022325872
0.0
0.41319132
-7.322932
13.844304
-8.694641
13.161094
-8.474268
12.634121
-7.7617946
12.723424
-6.33305
12.893303
-4.491693
-7.3284626
6.915103
-4.9836583
-5.8655186
-0.18625268
-4.8767924
-7.069936
8.498733
-6.043918
-0.26373565
-8.523514
11.845965
-7.112239
0.05625534
-9.889496
10.349365
-7.031368
-0.14747661
-8.353556
0.15799809
-8.250349
-0.0926857
-8.236247
-0.05097866
-8.403714
0.14850712
-8.7460785
0.0
0.08546255
-1.6171557
13.2772255
-9.516237
12.406943
-6.2080827
14.187624
-4.187175
-7.5110793
15.426035
-2.784138
-5.6899934
-0.09980637
-5.097505
-6.7773175
1.9049435
-5.99431
1.8808658
-7.1993155
-0.06222248
-8.712639
6.2153335
-8.1005745
-0.06050963
-9.265439
11.0059
-7.461194
-0.036486108
-8.254145
0.005240917
-8.016845
0.0057841092
-8.438442
0.2618065
-8.992117
9.232032
0.0
-0.1502286
2.9310606
-12.230426
12.051195
-10.255598
13.347458
-8.38899
13.6903515
-7.410906
13.601259
-6.436743
13.301094
-4.9662538
-7.156581
14.865462
-4.244679
-6.335132
-0.15420792
-5.1119556
-6.3487196
0.23505592
-6.5239005
-0.05894503
-8.296751
0.25903797
-9.621427
10.32855
-7.7716117
-0.08935583
-9.7682905
10.587678
-6.9362674
0.08759257
-8.467808
0.18767548
-8.578991
0.0
0.7064734
-10.9293
12.97537
-9.7674
11.963293
-10.7726345
11.216506
-11.103362
11.125767
-10.561297
11.817306
-9.780935
12.506442
-8.792875
12.852356
-7.880393
13.298514
-6.2022934
13.604939
-4.36996
-6.287161
-0.15867099
-5.407115
-7.6719174
15.979904
-5.831892
-4.337053
-8.817757
14.914531
-6.5859423
11.461703
-7.2669435
-0.017750025
-8.98126
1.8497782
-8.697124
-0.10154039
-8.38729
-0.19773626
-9.625971
11.823827
0.0
0.10415503
-2.600348
12.589582
-9.93032
11.565455
-9.226094
11.894505
-7.6567864
12.903423
-7.415512
12.733569
-4.8464894
-7.5716295
15.065273
-3.6406195
-5.993171
-0.07982963
-5.2909207
-7.8117585
14.36555
-5.247643
-9.006188
11.663052
