waist_roll
-0.5768861
-0.5757042
-0.5800929
-0.602989
-0.6129155
-0.61398834
-0.6092421
-0.6029188
-0.5978479
-0.59695673
-0.60173297
-0.61195326
-0.6206975
-0.6295886
-0.63253397
-0.6284333
-0.6236654
-0.6195682
-0.61740583
-0.61718917
-0.6198728
-0.6308184
-0.628325
-0.62554336
-0.6183812
-0.6091272
-0.6007897
-0.59703845
-0.59908915
-0.6061983
-0.6275053
-0.6323566
-0.63250005
-0.623383
-0.61053467
-0.59772694
-0.58860683
-0.58515567
-0.58874863
-0.60313475
-0.6097463
-0.6061965
-0.5961349
-0.5852736
-0.5755387
-0.5694262
-0.56767774
-0.5714203
-0.5904529
-0.6075739
-0.6134665
-0.6070163
-0.59666425
-0.5867924
-0.58073515
-0.57900155
-0.58267766
-0.6034049
-0.61645824
-0.6217414
-0.615856
-0.6055959
-0.59411514
-0.5851936
-0.58092636
-0.58092296
-0.5831307
-0.6075145
-0.62328696
-0.6264224
-0.621259
-0.6130158
-0.6039775
-0.597156
-0.59431076
-0.59436154
-0.59646773
-0.6166061
-0.62690943
-0.62636876
-0.6178739
-0.6054769
-0.591525
-0.57907
-0.56989574
-0.5634679
-0.56152785
-0.58397716
-0.60241556
-0.60691977
-0.6008822
-0.59031755
-0.5773944
-0.5653217
-0.5565765
-0.551388
-0.55275977
-0.5796538
-0.5995384
-0.60777056
-0.60466576
-0.59718984
-0.588449
-0.5818879
-0.57988924
-0.58449507
-0.5971578
-0.6080824
-0.6123322
-0.60697854
-0.5983663
-0.58802575
-0.5783773
-0.5705845
-0.56803584
-0.59412026
-0.62096983
-0.63002163
-0.62416136
-0.61367625
-0.6031623
-0.5961409
-0.5939056
-0.59858036
-0.61736226
-0.6230502
-0.62208015
-0.6138038
-0.6014635
-0.5870714
-0.5735406
-0.56275815
-0.55741066
-0.56049603
-0.5762706
-0.5752478
-0.5654813
-0.5538862
-0.5405668
-0.5271332
-0.5148073
-0.51079786
-0.5363065
-0.5672019
-0.58043337
-0.5760905
-0.5657094
-0.5542498
-0.5460927
-0.54389685
-0.55053467
-0.5744718
-0.5903327
-0.59520656
-0.5888312
-0.5790357
-0.5681132
-0.5587939
-0.55252635
-0.55330783
-0.57714105
-0.59624004
-0.6021156
-0.59417576
-0.5814215
-0.56783074
-0.55669993
-0.5496044
-0.548949
-0.5631662
-0.5810379
-0.58601195
-0.5789166
-0.56828934
-0.5566495
-0.5464004
-0.53850514
-0.5372078
-0.56978106
-0.6032144
-0.61753494
-0.61170185
-0.5982861
-0.5847064
-0.57543963
-0.5716801
-0.5742824
-0.5943878
-0.61014986
-0.61333424
-0.6062705
-0.5955006
-0.5834783
-0.5731892
-0.56642336
-0.56506276
-0.5694666
-0.5903534
-0.6123426
-0.62411565
-0.6194575
-0.6060742
-0.58928883
-0.57377225
-0.56219405
-0.55418473
-0.55211693
-0.5753869
-0.59704596
-0.6020379
-0.59557956
-0.585112
-0.57296735
-0.56195486
-0.55399936
-0.54848236
-0.5474379
-0.57220095
-0.59184986
-0.6000581
-0.5980204
-0.59235203
-0.58529973
-0.57983667
-0.57831
-0.58076376
-0.58535194
-0.60795283
-0.61542434
-0.61562467
-0.6101919
-0.60181016
-0.59206384
-0.58370334
-0.5787041
-0.5779076
-0.579971
-0.6025126
-0.6183728
-0.620858
-0.6148874
-0.60596645
-0.5964921
-0.58928084
-0.58591384
-0.585348
-0.5874855
-0.6078161
-0.617638
-0.617564
-0.61081123
-0.60038364
-0.58802515
-0.5766338
-0.5682435
-0.56246144
-0.5615398
-0.58364546
-0.6012684
-0.6065325
-0.60063565
-0.5910179
-0.58001906
-0.5706703
-0.5652134
-0.5631034
-0.56520224
-0.58959055
-0.60683846
-0.6115455
-0.6068149
-0.5989517
-0.59011835
-0.58319664
-0.58008945
-0.5806098
-0.58339584
-0.60451126
-0.6176688
-0.6198168
-0.6143974
-0.60573256
-0.59582824
-0.5874264
-0.58229065
-0.57997894
-0.58104473
-0.60252666
-0.61502844
-0.61766857
-0.6117927
-0.60142446
-0.5887911
-0.5770829
-0.5686411
-0.56343967
-0.5637054
-0.58673763
-0.604197
-0.6100633
-0.60502994
-0.59626657
-0.58611697
-0.57761335
-0.5729911
-0.5717281
-0.5740567
-0.5966458
-0.61118746
-0.61446
-0.6096408
-0.60222083
-0.59410477
-0.58799875
-0.5856478
-0.5868021
-0.58960223
-0.6091356
-0.6210028
-0.62230444
-0.6169133
-0.60875905
-0.5996581
-0.5921549
-0.58782154
-0.5860276
-0.58689725
-0.6068249
-0.61719346
-0.6178364
-0.61111754
-0.6004338
-0.58771586
-0.57597
-0.5673539
-0.5616785
-0.5612795
-0.58380705
-0.6018689
-0.6083324
-0.60299927
-0.593504
-0.5825757
-0.5734127
-0.5682683
-0.5665426
-0.5686543
-0.592247
-0.6081321
-0.61168313
-0.6068222
-0.59932625
-0.5910798
-0.58480364
-0.58227026
-0.58304
-0.58586437
-0.6062985
-0.6181579
-0.61978483
-0.61415094
-0.6052124
-0.59490806
-0.5859671
-0.58015996
-0.5770597
-0.57764983
-0.5997557
-0.6140029
-0.6179677
-0.612472
-0.60224414
-0.5896742
-0.5780233
-0.5696735
-0.56462336
-0.5650656
-0.58805877
-0.60520047
-0.6108123
-0.60580695
-0.59717554
-0.5872179
-0.5789298
-0.5744748
-0.5732698
-0.575403
-0.59783965
-0.6119583
-0.6149036
-0.6099295
-0.6024395
-0.59430474
-0.58819073
-0.5858274
-0.58697796
-0.58974224
-0.60924464
-0.62052715
-0.6215273
-0.61595047
-0.60760367
-0.598284
-0.590552
-0.58602494
-0.58409935
-0.5850924
-0.6057548
-0.616804
-0.6181649
-0.6117881
-0.6013316
-0.58883214
-0.5773548
-0.56912667
-0.56400454
-0.5641168
-0.5863922
-0.60344344
-0.6090645
-0.6039501
-0.595164
-0.584977
-0.5763979
-0.5716783
-0.5703228
-0.57271737
-0.59563106
-0.61085844
-0.61480665
-0.61029404
-0.6029574
-0.5948114
-0.58863956
-0.5862488
-0.58744514
-0.5903444
-0.6100191
-0.62211084
-0.6235873
-0.6181509
-0.60981923
-0.6004804
-0.5927211
-0.5881182
-0.58607423
-0.58669716
-0.6064283
-0.6166855
-0.6169052
-0.60986674
-0.5989399
-0.586004
-0.5740401
-0.5651847
-0.559242
-0.5586925
-0.5813285
-0.5999995
-0.6066411
-0.60119605
-0.59157854
-0.58060014
-0.5714767
-0.5664454
-0.5648557
-0.56709844
-0.5911339
-0.6072849
-0.6109633
-0.6061765
