waist_roll_torque
5.983929
11.0
-22.535303
2.317109
-27.847895
-3.9356966
24.05864
-1.0592098
22.402737
-3.602027
29.197111
1.0698729
-10.710626
16.18546
-15.94784
11.702486
-19.721607
7.878078
-23.029701
4.2892847
-26.200245
0.8024349
-2.7271526
29.981594
6.7731237
-19.297783
9.227634
-22.745453
3.4163656
-28.510666
-2.7609034
26.748655
3.0141423
-23.008333
5.241538
-26.250465
-0.3636508
10.872458
-16.30773
14.363083
-13.478759
17.218973
-10.984045
19.886147
-8.537987
22.596165
-6.00595
25.390955
-3.3877368
28.257992
-0.6943779
12.296382
-19.81429
6.1228576
-27.738304
-3.1442833
24.804604
-0.6971853
17.167458
-10.126156
20.568775
-9.201547
20.728687
-9.258004
20.76299
-9.128866
20.99186
-8.8548765
21.323921
-8.508005
21.727375
-8.096907
22.202179
-7.619192
22.74947
-7.074524
23.36862
-6.4636626
24.058496
-5.787476
24.81789
-5.0468893
25.645447
-4.2429476
26.539701
-3.37675
27.49901
-2.4495811
28.521568
-1.4628325
21.638418
-9.576342
19.014235
-13.06841
14.965389
-16.793951
11.00175
-20.31446
7.204902
-23.681538
3.529553
-26.92679
-0.03163147
8.0906315
-18.55805
11.794136
-16.132149
14.004859
-14.279693
16.010036
-12.425171
18.10145
-10.463736
20.290987
-8.415134
22.56026
-6.2903166
24.90223
-4.0921597
27.312838
-1.8232107
27.140625
-2.4339247
28.53796
-1.5684195
22.926407
-8.163792
20.792376
-11.017446
17.497627
-14.052253
14.282062
-16.915392
11.2106695
-19.647938
8.246688
-22.274517
5.384409
-24.796093
2.627561
-25.459423
1.9478245
-16.29029
13.664231
-12.603285
19.513971
-6.8197937
25.94
-0.9144988
17.353691
-12.379669
16.37319
-15.165707
12.828357
-18.462374
9.364935
-21.48945
6.116673
-24.347359
2.9937348
-27.093859
-0.021816254
8.308121
-18.071077
12.521771
-15.186487
15.2390785
-12.873417
17.750635
-10.554925
20.347797
-8.127137
23.040705
-5.610826
25.809288
-3.017933
28.64477
-0.3524742
7.636841
-25.288174
-0.9443488
14.635555
-14.728507
15.192027
-13.740847
16.344381
-12.704199
17.374203
-11.7761345
18.399912
-10.799372
19.503693
-9.7431
20.689272
-8.6128
21.950806
-7.4122624
23.285343
-6.1430826
24.69073
