waist_pitch_position
0.0026982347
0.0024674844
-0.04725559
0.16803826
0.111759886
0.28881073
0.2550634
0.4404696
0.43246147
0.3021761
0.51005584
0.4724807
0.36459148
0.52004
0.45299545
0.33868453
0.5202392
0.43465266
0.52003324
0.42941687
0.5199891
0.3981548
0.5202776
0.39875692
0.51953393
0.4345617
0.52003497
0.3972439
0.5203191
0.39768913
0.5203004
0.39934278
0.52024645
0.40114206
0.5202268
0.4024601
0.5202229
0.39885816
0.5202866
0.3939688
0.5201404
0.42923307
0.5201801
0.0
0.0036522322
-0.04849299
0.14344083
0.050775167
0.20080367
0.13518521
0.30146238
0.25749105
0.4287593
0.4101011
0.2614524
0.46606046
0.4913896
0.39239922
0.5127945
0.47477293
0.34696776
0.52017915
0.4205985
0.5200005
0.3866271
0.52026784
0.38032424
0.511151
0.42692304
0.5200571
0.38508162
0.49995437
0.45145872
0.5200008
0.39644167
0.5202519
0.40138593
0.52025056
0.40063795
0.5202206
0.39922547
0.52024573
0.39867002
0.5202127
0.4125889
0.5201243
0.39137173
0.52019745
0.38643566
0.511445
0.429655
0.5200398
0.0
0.009200825
-0.14855772
0.025496738
-0.030377315
0.15444963
0.092427365
0.26055434
0.20387514
0.37085015
0.33264714
0.50720793
0.45630172
0.36769465
0.25036067
0.4802367
0.4931335
0.3825131
0.52005506
0.43829316
0.37583464
0.25360373
0.45036823
0.4398735
0.27254078
0.4143948
0.35290813
0.4766147
0.40073454
0.51999724
0.4289858
0.5200552
0.39852044
0.5201764
0.4079803
0.5200506
0.4206266
0.5199879
0.40989026
0.52001697
0.4214127
0.5199963
0.4013344
0.5201311
0.3946396
0.5202631
0.37981495
0.5044247
0.43900135
0.5200048
0.0
0.005212168
-0.13777235
0.041360423
-0.028871926
0.13743874
0.0668522
0.22904931
0.16779956
0.33383268
0.2934242
0.4687366
0.45645404
0.3219587
0.5202282
0.4637755
0.35016778
0.5201319
0.4517163
0.32351592
0.5201689
0.45366505
0.44728327
0.31753683
0.46706727
0.41418505
0.5203163
0.37263918
0.48828888
0.42730063
0.52002895
0.3926548
0.5202704
0.39602253
0.52017784
0.39607158
0.52018476
0.39416635
0.5202642
0.38991535
0.0
0.0031404449
-0.038205262
0.16042708
0.07151643
0.22156084
0.17732024
0.37361246
0.37105158
0.23730476
0.44702375
0.47286513
0.37135231
0.5200371
0.4476683
0.3198022
0.5203725
0.44145358
0.483741
0.38328868
0.52026546
0.39070204
0.520158
0.4269177
0.5201072
0.3821321
0.51074564
0.43689317
0.52000165
0.39637673
0.52030134
0.3989591
0.5202922
0.39349675
0.52035695
0.38349998
0.5200489
0.0
-0.004366807
0.07085226
-0.10462184
0.02578576
-0.08104836
0.06655963
-0.0105923
0.16757226
0.11611991
0.29940248
0.2615766
0.44353625
0.4266053
0.29351977
0.4938282
0.48095986
0.3625344
0.52002245
0.4469634
0.32699588
0.52037054
0.43110746
0.5199833
0.39425832
0.520319
0.37896606
0.4960057
0.42535147
0.52013856
0.37214765
0.49208352
0.43331137
0.5203735
0.39435554
0.52029866
0.3905591
0.0
0.011569212
-0.15149732
0.00089266244
-0.08848267
0.056076895
-0.05432227
0.06961949
-0.048753608
0.0728531
-0.04106898
0.09231143
-0.0064219153
0.1423838
0.06253816
0.22318304
0.161522
0.33218044
0.29850987
0.48250952
0.47871986
0.35671982
0.5200822
0.4444985
0.30488077
0.5138591
0.45707232
0.36181632
0.19160192
0.37576136
0.34718445
0.49773967
0.43942702
0.5200058
0.38731667
0.52030194
0.40311402
0.52005714
0.39772308
0.52015907
0.38170356
0.50829554
0.0
0.005493593
-0.057167426
0.12929563
0.032502875
0.1710022
0.08062765
0.22779286
0.15764219
0.3292172
0.27602637
0.4385972
0.41637895
0.2755902
0.4793095
0.49157387
0.3821674
0.5200239
0.44513395
0.29836267
0.49193352
0.4780818
0.32452777
0.46349365
0.42200235
0.52008045
0.38192585
0.4914101
0.43431962
0.5200267
0.39976633
0.5202714
0.39220867
0.5199966
0.4445517
0.5200607
0.38108456
0.50399125
0.44978142
0.5200145
0.37700227
0.0
0.0059580076
-0.16036445
-0.011959427
-0.10463833
0.04291584
-0.06454814
0.07018095
-0.048720613
0.08238034
-0.0150762005
0.14505403
0.06245896
0.21480207
0.15137307
0.32486597
0.29254377
0.47483447
0.46384814
0.32676938
0.5199898
0.4759695
0.37036994
0.52000904
0.438296
0.5200288
0.41238743
0.5200404
0.3785169
0.4854565
0.40512282
0.5138648
0.4380796
0.5200155
0.3889347
0.5188708
0.4390314
0.5200041
0.39389122
0.52030134
0.39215165
0.52006865
0.0
0.0029233736
-0.031473782
0.16378167
0.084606946
0.2529003
0.21816081
0.4109898
0.40861934
0.2800329
0.49452382
0.47194728
0.36220458
0.520048
0.45404235
0.3325314
0.5202745
0.43062127
0.51998943
0.39141783
0.52027977
0.39167324
0.5121516
0.43095896
0.5200399
0.37362224
0.4902287
0.42979288
0.52003425
0.3944967
0.52022934
0.0
0.004930512
-0.07969796
0.11548349
0.041468497
0.20273788
0.13949032
0.30452868
0.2633506
0.43694478
0.42348242
0.2816146
0.48805067
0.4875897
0.37528917
0.5200575
0.45372167
0.33427548
0.52036315
0.4214706
0.51997954
0.40166
0.5203077
0.3857858
0.51100594
0.4367482
0.52008414
0.39575797
0.5202781
0.41891164
0.5202245
0.40288356
0.51999533
0.4009306
0.52017516
0.39310074
0.5201995
0.4010263
0.5202817
0.3856077
0.51783377
0.4365322
0.0
0.0031654874
-0.030981984
0.15597273
0.054434285
0.19961174
0.13933949
0.32348755
0.29685876
0.48230934
0.47799572
0.3507279
0.52019775
0.43712166
0.34582794
0.23188214
0.49181303
0.46867195
0.32650608
0.48960513
