0,1,2
0.0016186554,0.0016186556,0.001898406
-0.029130882,-0.029130882,-0.02626453
-0.04678009,-0.046780087,-0.042626902
-0.05451628,-0.05451627,-0.046828076
-0.057716206,-0.057716206,-0.046496123
-0.05906756,-0.05906756,-0.046087254
-0.061727423,-0.061727423,-0.048579007
-0.06612179,-0.06612178,-0.054133143
-0.07178205,-0.071782045,-0.06205469
-0.07866857,-0.07866858,-0.07223382
-0.08629086,-0.086290844,-0.08453054
-0.093284294,-0.09328431,-0.09814795
-0.09881853,-0.09881853,-0.11212702
-0.10392926,-0.10392927,-0.12621053
-0.10870964,-0.10870962,-0.13797621
-0.10956478,-0.10956478,-0.1394847
-0.10894026,-0.108940266,-0.12444487
-0.09460776,-0.09460776,-0.10250114
-0.076947115,-0.076947115,-0.09398788
-0.06333165,-0.063331656,-0.08652031
-0.055253647,-0.055253644,-0.07968218
-0.05094566,-0.050945666,-0.07568501
-0.049265973,-0.04926598,-0.07389365
-0.04947995,-0.04947995,-0.07361174
-0.050864007,-0.050864007,-0.07415016
-0.05275922,-0.052759223,-0.0748238
-0.054782238,-0.054782238,-0.075219475
-0.056781966,-0.056781963,-0.07520228
-0.058735345,-0.05873534,-0.074809216
-0.06067016,-0.060670163,-0.07415812
-0.06261311,-0.06261311,-0.07338838
-0.06455922,-0.06455922,-0.07262123
-0.066439286,-0.066439286,-0.071919434
-0.06808646,-0.06808646,-0.07124753
-0.06918886,-0.06918888,-0.07041918
-0.06924847,-0.06924846,-0.06905344
-0.06766009,-0.06766011,-0.06667557
-0.06424404,-0.06424405,-0.063359454
-0.06097181,-0.06097181,-0.061603155
-0.062199317,-0.06219931,-0.0656978
-0.061222114,-0.061222102,-0.07013415
-0.053062763,-0.053062763,-0.06488019
-0.043543387,-0.04354339,-0.055948865
-0.037343662,-0.037343666,-0.049371183
-0.03402009,-0.03402009,-0.045475047
-0.03220368,-0.03220369,-0.04324121
-0.030822752,-0.030822754,-0.04171739
-0.029318612,-0.029318614,-0.0402493
-0.027421065,-0.027421067,-0.038389422
-0.0249969,-0.024996897,-0.03584686
-0.02208749,-0.02208749,-0.03257367
-0.018777609,-0.018777605,-0.028632924
-0.015121434,-0.015121433,-0.024123931
-0.011190812,-0.011190812,-0.019209169
-0.007074218,-0.007074219,-0.014071016
-0.0028724787,-0.0028724787,-0.008868433
0.0012691888,0.001269189,-0.0037400236
0.0052129743,0.0052129743,0.0012768926
0.0087800985,0.008780098,0.0062342053
0.011791879,0.011791878,0.011309236
0.013693567,0.013693568,0.016543623
0.01654227,0.01654227,0.023347339
0.027460365,0.027460366,0.03658706
0.02962409,0.02962409,0.040578496
0.027009984,0.027009983,0.0407865
0.025712322,0.025712326,0.040814042
0.02669563,0.026695631,0.04204588
0.029152233,0.029152233,0.044286355
0.031955846,0.031955842,0.04674293
0.03441647,0.034416467,0.048830878
0.03615436,0.036154356,0.050155908
0.037004467,0.037004463,0.050480556
0.037021432,0.037021432,0.04972997
0.036409296,0.036409292,0.04792227
0.035517193,0.035517197,0.04516534
0.034845028,0.03484503,0.041694626
0.03497106,0.034971055,0.037890255
0.036253918,0.036253918,0.0341279
0.037898816,0.03789881,0.030090451
0.03832226,0.03832226,0.025592392
0.03338719,0.03338719,0.02069793
0.035022873,0.03502287,0.022088911
0.040856898,0.040856894,0.028337216
0.04529425,0.04529425,0.033471927
0.04708852,0.04708852,0.035518732
0.047461268,0.047461264,0.035930615
0.04737463,0.04737463,0.03568267
0.047269184,0.047269184,0.03521871
0.04744069,0.04744069,0.034927174
0.048085596,0.048085593,0.035140295
0.049280558,0.049280558,0.036064945
0.05099997,0.05099997,0.03778305
0.05317753,0.053177528,0.040306132
0.05569649,0.055696495,0.0435674
0.05839448,0.05839448,0.04743545
0.06110371,0.06110371,0.051781166
0.06362137,0.06362137,0.05648594
0.06571255,0.06571254,0.061495263
0.067112304,0.06711231,0.06686818
0.06755161,0.06755161,0.07262668
0.066581674,0.066581674,0.07734506
0.07063058,0.07063058,0.08501333
0.072921425,0.072921425,0.090744816
0.0717033,0.071703285,0.09430917
0.07141037,0.07141037,0.09620363
0.07287596,0.072875954,0.09783155
0.07589231,0.0758923,0.099975936
0.07936371,0.079363704,0.102205575
0.08247627,0.08247627,0.10402596
0.0848116,0.08481159,0.105122894
0.08617383,0.08617384,0.10529495
0.08653033,0.086530335,0.10441727
0.085963376,0.08596337,0.102417715
0.084738575,0.084738575,0.099344656
0.083274715,0.08327473,0.09534011
0.082083665,0.082083665,0.090611964
0.08172773,0.08172772,0.085488945
0.082593605,0.0825936,0.08036036
0.08398412,0.08398412,0.07504802
0.08448569,0.08448569,0.06964961
0.07974349,0.0797435,0.06441154
0.081319384,0.081319384,0.06563493
0.08793063,0.08793063,0.072674766
0.092977196,0.09297718,0.07858255
0.09510428,0.09510428,0.08122307
0.09559272,0.09559272,0.08210039
0.09547888,0.095478885,0.08224115
0.09528028,0.095280275,0.08214856
0.09533362,0.09533362,0.08223474
0.09584917,0.09584916,0.08282168
0.09690924,0.09690923,0.084089614
0.098485395,0.098485395,0.086081885
0.100509524,0.100509524,0.08877018
0.102882974,0.10288298,0.09207563
0.105443306,0.105443306,0.09584412
0.10801861,0.1080186,0.099933155
0.1104086,0.11040861,0.10422946
0.11237165,0.112371646,0.108681224
0.11362397,0.113623984,0.113349974
0.11391225,0.11391224,0.11835353
0.11274032,0.11274033,0.12244492
0.11644135,0.11644134,0.12978818
0.118593365,0.118593395,0.13529325
0.11734199,0.11734198,0.13851821
0.116781704,0.1167817,0.14011139
0.1178481,0.11784809,0.1414807
0.120427236,0.12042723,0.14339988
0.12347756,0.12347758,0.14544386
0.12621434,0.12621436,0.14712518
0.12822351,0.12822352,0.14812624
0.12930301,0.12930298,0.14823423
0.12941584,0.12941584,0.14732471
0.12864035,0.12864035,0.14532454
0.12724043,0.1272404,0.14228529
0.1256267,0.12562667,0.13834774
0.12429516,0.124295175,0.13370892
0.12380428,0.123804286,0.12868823
0.12456537,0.12456537,0.12367786
0.1259702,0.1259702,0.1185308
0.12659536,0.12659536,0.11319601
0.12124657,0.12124658,0.10679429
0.12394233,0.123942316,0.10874899
0.13237694,0.13237695,0.11722317
0.13806018,0.13806018,0.12339001
0.14022115,0.14022116,0.12561056
0.14082755,0.14082758,0.1262918
0.1409847,0.14098471,0.1265434
0.14110488,0.14110488,0.1267267
0.14143954,0.14143954,0.12714176
0.14215736,0.14215738,0.12804729
0.14334927,0.14334927,0.1296088
0.14507028,0.1450703,0.13193196
0.14726014,0.14726016,0.13496979
0.14983988,0.14983988,0.13864236
0.15272553,0.1527255,0.14285582
0.15578195,0.15578195,0.14748244
0.15883161,0.15883163,0.15240766
0.16163163,0.16163161,0.15755026
0.16389354,0.16389357,0.16293369
0.16547088,0.16547088,0.16877562
0.16529013,0.16529013,0.17384711
0.16835272,0.16835275,0.180825
0.17345391,0.17345393,0.18900372
0.17470369,0.1747037,0.19395255
0.17515472,0.17515475,0.19656233
0.17607619,0.17607619,0.19777071
0.17824285,0.17824283,0.19915782
0.18103154,0.18103151,0.20078655
0.18373592,0.18373592,0.20228346
0.18586783,0.18586783,0.2032519
0.18717287,0.18717286,0.20340711
0.18756899,0.18756898,0.20256408
0.18710262,0.18710263,0.20060042
0.18601099,0.18601099,0.19752504
0.18471551,0.1847155,0.19348183
0.18375681,0.1837568,0.1887104
0.18369234,0.1836923,0.18355979
0.1848804,0.18488039,0.17845297
0.1864633,0.18646331,0.17315654
0.1865325,0.1865325,0.16750267
0.18093185,0.18093187,0.16259119
0.18292442,0.18292439,0.16493344
0.18920252,0.18920253,0.17223386
0.19393402,0.19393401,0.17844848
0.19584781,0.1958478,0.1814123
0.19607694,0.19607694,0.18244776
0.19566292,0.19566292,0.18257453
0.19512028,0.19512028,0.18230526
0.19479966,0.19479965,0.18208583
0.19491975,0.19491978,0.1822766
0.19555224,0.19555224,0.18308957
0.19665347,0.19665347,0.1846026
0.19811736,0.19811736,0.1868041
0.19981033,0.19981034,0.18962736
0.20156196,0.20156197,0.19295333
0.20313658,0.20313656,0.19660965
0.2043104,0.20431042,0.20049018
0.20480303,0.20480302,0.20453812
0.20436957,0.20436954,0.20885624
0.20261857,0.20261858,0.2131224
0.20208135,0.20208134,0.21744272
0.20770082,0.2077008,0.22544095
0.2092384,0.20923842,0.2295392
0.20881057,0.20881057,0.23134176
0.20904134,0.20904131,0.23195483
0.21134953,0.21134955,0.23359612
0.21487641,0.2148764,0.2360894
0.21849878,0.21849877,0.23861426
0.22157653,0.22157651,0.2406446
0.22379895,0.22379895,0.24188888
0.22501887,0.22501886,0.24217732
0.2252363,0.22523633,0.24143557
0.22458522,0.22458524,0.23966348
0.22335505,0.22335504,0.23696081
0.22195837,0.22195832,0.23349673
0.22090973,0.22090974,0.22951458
0.22078428,0.22078428,0.22536486
0.22197323,0.22197323,0.22139092
0.22380126,0.22380126,0.21728483
0.22476834,0.22476831,0.212739
0.22034523,0.2203452,0.20717975
0.22220384,0.22220384,0.20819455
0.22897269,0.22897267,0.21507329
0.2344518,0.23445182,0.22117811
0.23701735,0.23701735,0.22408377
0.23789458,0.2378946,0.2251925
0.23814155,0.23814155,0.22554423
0.23828655,0.23828653,0.22565797
0.2386556,0.23865557,0.22593842
0.23944688,0.2394469,0.22669281
0.24076037,0.24076039,0.22811206
0.24259654,0.24259652,0.23026147
0.24488862,0.2448886,0.23310328
0.24754542,0.24754539,0.23655538
0.25044134,0.2504413,0.24048896
0.25342268,0.2534227,0.24476694
0.25630915,0.2563091,0.24927965
0.25888214,0.25888214,0.2539798
0.2608616,0.26086158,0.25891563
0.26203653,0.26203653,0.26427993
0.2613778,0.2613778,0.26888004
0.26420438,0.26420438,0.2755101
0.26807207,0.26807198,0.28270656
0.2679407,0.26794067,0.2869462
0.2675923,0.26759225,0.2892212
0.26817292,0.26817292,0.2904728
0.27024287,0.27024293,0.29210865
0.27296048,0.27296048,0.2939864
0.27554205,0.27554205,0.29565626
0.27749303,0.27749303,0.29672483
0.27856758,0.27856755,0.2969148
0.2786883,0.2786883,0.29605767
0.27793762,0.27793753,0.2940831
0.27656022,0.27656022,0.29102597
0.2749421,0.2749421,0.28700742
0.27357066,0.27357066,0.2822215
0.27301937,0.2730194,0.2770139
0.27372333,0.2737233,0.27181944
0.2751234,0.27512336,0.266567
0.27581474,0.27581477,0.26125005
0.2705294,0.27052933,0.25498402
0.27111778,0.2711178,0.2554542
0.27718055,0.27718046,0.26195115
0.2813588,0.28135884,0.26694167
0.28270978,0.28270978,0.2685925
0.28296837,0.28296834,0.26915336
0.2830706,0.28307065,0.26955345
0.2832048,0.2832048,0.26989925
0.28348455,0.28348452,0.27032846
0.28405756,0.28405756,0.27107558
0.2850229,0.28502288,0.27232406
0.28646427,0.28646424,0.27422404
0.28838602,0.28838596,0.27683082
0.29068533,0.2906853,0.28006646
0.29327872,0.29327872,0.2838704
0.29603332,0.29603335,0.28814226
0.2987657,0.29876572,0.29277867
0.3012321,0.30123204,0.29771295
0.3031479,0.30314788,0.30298543
0.30435702,0.30435708,0.3087877
0.3038276,0.3038276,0.3136876
0.3063815,0.30638152,0.31988972
0.31047824,0.31047818,0.32714558
0.31080812,0.31080812,0.33167598
0.31134358,0.31134358,0.3344726
0.3126237,0.3126237,0.33609545
0.31507322,0.31507322,0.33783844
0.31795552,0.3179555,0.33964977
0.32061717,0.32061717,0.3412051
0.32264003,0.3226401,0.34217462
0.32379887,0.3237989,0.34230113
0.32402432,0.32402432,0.3414105
0.32339448,0.32339445,0.33941168
0.32213253,0.32213247,0.3362987
0.32065332,0.3206533,0.33220157
0.31949708,0.3194971,0.3273508
0.31923205,0.31923205,0.32208255
0.32021883,0.32021883,0.31678152
0.32173708,0.32173708,0.31129995
0.32237893,0.3223789,0.30586705
0.3175992,0.3175992,0.3007043
0.31929815,0.31929815,0.30207577
0.3260003,0.32600033,0.30934325
0.33090156,0.33090156,0.31528017
0.3327262,0.33272624,0.31777436
0.33287507,0.33287507,0.31846282
0.33246133,0.33246133,0.3184287
0.33202347,0.33202347,0.31818247
0.33189708,0.33189705,0.31813547
0.3322833,0.3322833,0.31861195
0.33325294,0.33325294,0.31979838
0.33476368,0.33476362,0.3217428
0.33673903,0.33673903,0.32442755
0.3390727,0.33907261,0.3277779
0.341603,0.341603,0.33165205
0.34415108,0.34415102,0.33590466
0.34651387,0.3465139,0.3404195
0.3484559,0.34845597,0.34514555
0.3497027,0.34970266,0.35013852
0.3499613,0.34996128,0.35541666
0.34919256,0.3491926,0.35991645
0.35295022,0.35295027,0.36711538
0.35499886,0.3549988,0.3726562
0.35447165,0.3544717,0.3766161
0.35475457,0.35475454,0.3789528
0.35655603,0.35655603,0.38093424
0.35966924,0.35966924,0.38327044
0.36308736,0.36308727,0.3855706
0.3660843,0.36608425,0.3874094
0.36828008,0.36828008,0.38850495
0.36949947,0.36949944,0.3886771
0.3697123,0.3697123,0.38781893
0.36903256,0.3690326,0.38589138
0.3677277,0.36772773,0.38295695
0.3661925,0.3661925,0.37914506
0.36491802,0.364918,0.37465057
0.36447567,0.36447564,0.3698038
0.36528847,0.36528844,0.36499283
0.36679912,0.36679912,0.36008376
0.3674836,0.36748353,0.3548491
0.3621828,0.3621828,0.3483179
0.36487505,0.36487502,0.35015348
0.37338495,0.37338498,0.35863686
0.37923563,0.3792356,0.36487854
0.38158363,0.3815836,0.36718413
0.38234904,0.38234892,0.36791146
0.3826556,0.38265562,0.36819583
0.38290915,0.38290912,0.3683999
0.38337037,0.38337037,0.36883336
0.38422728,0.3842273,0.36977455
0.38559452,0.38559455,0.3714119
0.3874861,0.38748616,0.37380672
0.3898484,0.38984838,0.37691855
0.39260197,0.3926019,0.3806637
0.39563215,0.39563215,0.3849161
0.3987874,0.39878747,0.3895336
0.40188926,0.40188926,0.39440405
0.4047109,0.40471092,0.3994681
0.40696454,0.40696466,0.40476122
0.4084326,0.4084326,0.41046014
0.408076,0.40807596,0.4153795
0.41100404,0.41100407,0.42221314
0.41527897,0.415279,0.42980275
0.4158721,0.41587204,0.43453434
0.4160504,0.41605037,0.43720818
0.41688275,0.41688275,0.43860674
0.41903025,0.41903022,0.4402162
0.4217889,0.42178896,0.44202793
0.424406,0.42440602,0.44362134
0.42639762,0.42639765,0.4446067
0.4275139,0.4275139,0.4447093
0.42768192,0.42768192,0.44375896
0.4269673,0.4269673,0.4416592
0.42562568,0.42562568,0.43845463
0.42406353,0.4240635,0.4342735
0.42277044,0.42277044,0.42931297
0.42232758,0.42232758,0.42394423
0.42314807,0.42314813,0.41862392
0.42453033,0.42453033,0.41320992
0.42467475,0.4246748,0.40743786
0.4186392,0.4186392,0.40126398
0.41873738,0.41873738,0.4019762
0.42421004,0.42421007,0.40819845
0.42807692,0.42807692,0.41324875
0.4293622,0.42936218,0.4151256
0.42958155,0.42958158,0.41583595
0.4296633,0.42966327,0.41630155
0.42975503,0.42975497,0.416602
0.4299669,0.42996687,0.41689205
0.43046713,0.43046704,0.41745287
0.4313703,0.4313703,0.41851926
0.43270162,0.43270168,0.42022648
0.43440792,0.434408,0.42261258
0.43638337,0.4363834,0.4256418
0.43844655,0.4384465,0.42918658
0.4404272,0.44042718,0.43314183
0.4420703,0.44207034,0.437366
0.44308633,0.44308627,0.44178945
0.44321293,0.44321287,0.44649196
0.44196737,0.44196737,0.45115685
0.4407642,0.44076422,0.45508772
0.44549036,0.44549033,0.4622268
0.44620958,0.4462096,0.46552852
0.4454731,0.44547307,0.46763903
0.44557902,0.44557902,0.46874195
0.44778025,0.44778025,0.47076273
0.45127895,0.4512789,0.47360086
0.45489204,0.454892,0.47641823
0.45791855,0.45791855,0.4786541
0.46001488,0.46001482,0.4799996
0.4610487,0.46104872,0.48029664
0.46101496,0.46101493,0.47946602
0.46006683,0.46006677,0.47752643
0.45851082,0.4585109,0.474585
0.456746,0.456746,0.47078693
0.45526248,0.45526248,0.46633634
0.45463955,0.45463952,0.4615762
0.45530686,0.45530686,0.45688906
0.45675108,0.45675102,0.45213443
0.4574974,0.45749745,0.4469986
0.45241314,0.45241314,0.44008002
0.45523265,0.45523256,0.4419292
0.46404725,0.46404725,0.45043793
0.46978277,0.46978277,0.45638302
0.4720766,0.4720766,0.45850348
0.47290307,0.47290307,0.45919204
0.47330126,0.47330126,0.45949566
0.47363955,0.47363958,0.45972583
0.47414944,0.47414938,0.4601535
0.47501564,0.47501567,0.46104997
0.47639686,0.47639686,0.46265084
0.47832763,0.47832766,0.4650383
0.48072943,0.48072943,0.46814993
0.48354328,0.48354328,0.47192624
0.48669365,0.48669353,0.47627723
0.4900647,0.49006477,0.48108792
0.49349678,0.49349678,0.48625153
0.4967938,0.4967939,0.49172288
0.49968886,0.4996889,0.4975303
0.5019809,0.5019809,0.50381726
0.50244725,0.5024472,0.5094945
0.5048362,0.50483626,0.51602066
0.5104861,0.5104861,0.52483106
0.5119445,0.5119444,0.5295583
0.5118496,0.5118495,0.5317652
0.5123622,0.5123622,0.53262436
0.514295,0.514295,0.53377795
0.5170262,0.5170262,0.53530455
0.51980597,0.5198059,0.5368096
0.52207875,0.5220787,0.5378532
0.5235311,0.5235311,0.53809893
0.52405226,0.5240522,0.5373338
0.52371186,0.5237119,0.5354632
0.52274966,0.52274966,0.53250396
0.5215595,0.5215594,0.5285778
0.52063584,0.52063584,0.52388585
0.52057403,0.52057403,0.518823
0.5217503,0.5217503,0.5138478
0.5232818,0.5232819,0.50872815
0.52315044,0.5231504,0.5032454
0.51732516,0.5173252,0.49887648
0.5192951,0.519295,0.5017124
0.5252664,0.5252664,0.5089656
0.52992773,0.52992773,0.51525503
0.5319642,0.53196436,0.5184191
0.53233105,0.53233117,0.51959634
0.53202564,0.5320257,0.5197956
0.5315513,0.5315513,0.51954156
0.5312654,0.5312653,0.5192946
0.53139967,0.5313997,0.51942986
0.5320342,0.5320341,0.5201685
0.53312904,0.53312904,0.5215937
0.5345746,0.5345746,0.52369285
0.5362256,0.53622556,0.5263909
0.5379066,0.5379067,0.5295691
0.53940856,0.5394086,0.5330876
0.54048485,0.54048485,0.53682524
0.5408252,0.54082525,0.540707
0.5402212,0.5402212,0.5448811
0.5377697,0.5377696,0.5484843
0.5357245,0.5357244,0.5517982
0.54083705,0.54083717,0.560052
0.54395574,0.5439557,0.5647536
0.5443193,0.54431933,0.56603634
0.5448826,0.54488254,0.5656532
0.5472233,0.5472233,0.5656576
0.55096084,0.5509608,0.56643486
0.5552106,0.5552105,0.56765443
0.5594453,0.5594452,0.56912255
0.5632916,0.56329143,0.5706317
0.56652015,0.5665202,0.5720055
0.56904703,0.569047,0.57313025
0.5709424,0.57094234,0.57399386
0.57241124,0.5724113,0.5746884
0.57382536,0.5738254,0.5754493
0.5757411,0.57574105,0.57667845
0.5788496,0.57884973,0.57890546
0.58363533,0.5836352,0.58244604
0.58920115,0.5892012,0.5862035
0.59083444,0.59083456,0.58508337
0.5830281,0.58302814,0.5754092
0.5872828,0.5872827,0.5778191
0.59705913,0.5970592,0.58787256
0.6058142,0.60581416,0.5972571
0.6122299,0.6122298,0.6038686
0.61666054,0.61666054,0.60818255
0.6198238,0.6198238,0.6109686
0.6223377,0.6223376,0.61289495
0.62472975,0.6247299,0.6145543
0.6273413,0.62734133,0.6163667
0.63032323,0.6303232,0.6185752
0.6336905,0.6336906,0.6212886
0.63736904,0.63736916,0.62451357
0.64123935,0.6412392,0.6281877
0.6451408,0.64514077,0.63219285
0.6488639,0.6488638,0.63636535
0.6521365,0.6521365,0.6405208
0.65439767,0.65439767,0.64426404
0.65508837,0.6550885,0.6473933
0.6539349,0.6539347,0.65029055
0.65168303,0.6516831,0.6541243
0.66432816,0.6643282,0.67156917
0.68098664,0.6809866,0.6922849
0.6881891,0.6881891,0.70769745
0.68680936,0.6868093,0.7150404
0.68462515,0.68462515,0.7179998
0.6840873,0.68408734,0.71926844
0.68476254,0.6847625,0.719381
0.6857678,0.6857678,0.71847385
0.6865945,0.6865945,0.7167665
0.68705183,0.6870517,0.7144593
0.68711233,0.6871122,0.7116788
